frame_idx,t_s,measured,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z,jerk_x,jerk_y,jerk_z,pos_sd_x,pos_sd_y,pos_sd_z,vel_sd_x,vel_sd_y,vel_sd_z,acc_sd_x,acc_sd_y,acc_sd_z,jerk_sd_x,jerk_sd_y,jerk_sd_z
10,0.111277642,1,0.222498095,-0.265252434,2.428014343,0.007858013,-0.005539950,0.017005375,0.207524066,-0.057342035,-0.112260386,-3.814269039,2.069735561,-1.560523678,0.000285139,0.000786430,0.004159268,0.005255770,0.010486694,0.039805423,0.114322783,0.204817251,0.745608698,4.286362018,6.080627262,10.131655743
11,0.122405406,1,0.222597457,-0.265317155,2.428196269,0.009912262,-0.006049457,0.015660797,0.160077294,-0.034211479,-0.129276520,-4.680434268,2.080446836,-1.493100031,0.000280432,0.000766085,0.004153422,0.005071196,0.010514244,0.036894704,0.114228991,0.186597187,0.671796116,4.047802307,5.644083495,9.695074100
12,0.133533170,1,0.222716554,-0.265386113,2.428362197,0.011389598,-0.006301871,0.014131654,0.104310207,-0.011228694,-0.145374839,-5.290883310,2.040571400,-1.394645231,0.000278290,0.000747518,0.004135204,0.004855669,0.010453971,0.035055631,0.114677131,0.176643540,0.605372386,3.903581961,5.269971327,9.264459964
13,0.144660934,1,0.222848516,-0.265456470,2.428510137,0.012215379,-0.006302261,0.012430184,0.043616015,0.010968115,-0.160183161,-5.555609814,1.937810152,-1.260718423,0.000277797,0.000732436,0.004104032,0.004650072,0.010292736,0.034032499,0.114420485,0.172447951,0.546666850,3.831144084,4.964924609,8.843438378
14,0.155788698,1,0.222985871,-0.265525485,2.428638259,0.012357143,-0.006063388,0.010572988,-0.017927433,0.031650481,-0.173294454,-5.443093511,1.768488930,-1.089582834,0.000277970,0.000721553,0.004061578,0.004484187,0.010049077,0.033563083,0.113149129,0.171480706,0.495943929,3.804431717,4.730544074,8.435807288
15,0.166916463,1,0.223121039,-0.265590603,2.428744945,0.011828630,-0.005606179,0.008581248,-0.076186036,0.050093439,-0.184297335,-4.971493350,1.536471526,-0.882113077,0.000278063,0.000714718,0.004010771,0.004371637,0.009756132,0.033416840,0.111072316,0.171754974,0.453343749,3.800406945,4.562888886,8.045424932
16,0.178044227,1,0.223246847,-0.265649549,2.428828835,0.010687635,-0.004959258,0.006480621,-0.127449088,0.065649697,-0.192803339,-4.198306423,1.251809438,-0.641541418,0.000277672,0.000711182,0.003955094,0.004310435,0.009450729,0.033414925,0.108615690,0.171995829,0.418806235,3.802574824,4.453131353,7.676076285
17,0.189171991,1,0.223356975,-0.265700400,2.428888881,0.009029061,-0.004157728,0.004300844,-0.168800438,0.077809664,-0.198470928,-3.203671049,0.928503561,-0.372898117,0.000276713,0.000709925,0.003898080,0.004288192,0.009166026,0.033432570,0.106218710,0.171546550,0.391996392,3.801547188,4.389266016,7.331319184
18,0.200299755,1,0.223446325,-0.265741655,2.428924382,0.006975244,-0.003241467,0.002075119,-0.198223689,0.086226912,-0.201020780,-2.067411766,0.581736986,-0.082286141,0.000275319,0.000709933,0.003842956,0.004289032,0.008926554,0.033391580,0.104208540,0.170196452,0.372262309,3.793850317,4.358276599,7.014313944
19,0.211427519,1,0.223511265,-0.265772274,2.428935026,0.004666102,-0.002253248,-0.000160641,-0.214568567,0.090728754,-0.200246770,-0.865568003,0.227505389,0.223253857,0.000273744,0.000710390,0.003792396,0.004299056,0.008745491,0.033249824,0.102741992,0.168022057,0.358656767,3.780075134,4.348050591,6.727645272
20,0.222555283,1,0.223549774,-0.265791698,2.428920910,0.002249679,-0.001236764,-0.002368683,-0.217523138,0.091324163,-0.196025960,0.326678522,-0.117562906,0.535835559,0.000272266,0.000710763,0.003748372,0.004308964,0.008624377,0.032991376,0.101810496,0.165263893,0.350029189,3.763011933,4.348609618,6.473151582
21,0.233683048,1,0.223561481,-0.265799852,2.428882556,-0.000127151,-0.000234571,-0.004510387,-0.207606346,0.088207640,-0.188326575,1.436144378,-0.436997328,0.847040154,0.000271121,0.000710804,0.003712089,0.004314189,0.008555161,0.032618506,0.101292139,0.162235098,0.345160108,3.746073438,4.352601908,6.251782798
22,0.244810812,1,0.223547600,-0.265797118,2.428820917,-0.002327675,0.000713927,-0.006547307,-0.186109877,0.081748629,-0.177211091,2.397807846,-0.716040986,1.148422826,0.000270476,0.000710503,0.003683996,0.004313609,0.008523798,0.032145573,0.101023055,0.159253717,0.342892464,3.732136611,4.355237871,6.063510665
23,0.255938576,1,0.223510774,-0.265784291,2.428737369,-0.004233427,0.001574309,-0.008442208,-0.155011126,0.072469041,-0.162834847,3.152262719,-0.941972051,1.431748775,0.000270419,0.000710006,0.003663872,0.004307841,0.008514213,0.031594455,0.100860442,0.156593146,0.342224557,3.722849405,4.353906503,5.907312841
24,0.267066340,1,0.223454825,-0.265762512,2.428633689,-0.005751535,0.002318707,-0.010160086,-0.116921190,0.061020704,-0.145442720,3.646841377,-1.104380885,1.689243142,0.000270961,0.000709526,0.003650945,0.004297814,0.008511618,0.030991097,0.100720357,0.154448722,0.342354325,3.718393239,4.347667939,5.781242132
25,0.278194104,1,0.223384438,-0.265733193,2.428512026,-0.006821092,0.002927075,-0.011669126,-0.074934764,0.048149483,-0.125360626,3.849648135,-1.197144404,1.914229062,0.000272050,0.000709268,0.003644056,0.004284005,0.008504682,0.030362857,0.100586172,0.152920534,0.342683944,3.717643671,4.336750499,5.682577091
26,0.289321868,1,0.223304779,-0.265697917,2.428374864,-0.007417004,0.003387931,-0.012941522,-0.032337569,0.034638790,-0.102980284,3.759323358,-1.219726410,2.101608975,0.000273579,0.000709369,0.003641815,0.004266418,0.008486524,0.029736404,0.100492033,0.152012508,0.342800436,3.718633378,4.322122755,5.608034150
27,0.300449633,1,0.223221090,-0.265658351,2.428224970,-0.007550061,0.003698416,-0.013954103,0.007780090,0.021242212,-0.078739437,3.413767405,-1.178226895,2.248282336,0.000275389,0.000709864,0.003642753,0.004245115,0.008454772,0.029136036,0.100490076,0.151645876,0.342445854,3.719198545,4.305168099,5.554010217
28,0.311577397,1,0.223138312,-0.265616147,2.428065340,-0.007262320,0.003863549,-0.014688719,0.042947762,0.008612355,-0.053099320,2.882187486,-1.084002959,2.352995084,0.000277287,0.000710678,0.003645448,0.004220963,0.008410976,0.028582341,0.100613046,0.151682880,0.341485715,3.717676207,4.287457063,5.516821596
29,0.322705161,1,0.223060784,-0.265572863,2.427899145,-0.006618878,0.003894871,-0.015132407,0.071494806,-0.002732323,-0.026529309,2.234105746,-0.949149459,2.415388000,0.000279052,0.000711648,0.003648619,0.004196146,0.008359581,0.028091216,0.100845620,0.151955281,0.339880038,3.713500810,4.270588175,5.492910359
30,0.333832925,1,0.222992030,-0.265529900,2.427729669,-0.005699437,0.003808970,-0.015277441,0.092437609,-0.012401278,0.000499631,1.523541800,-0.784597621,2.435536557,0.000280463,0.000712556,0.003651193,0.004174119,0.008306664,0.027673268,0.101116514,0.152292843,0.337658610,3.707513995,4.256052052,5.478999701
31,0.344960689,1,0.222934640,-0.265488452,2.427560255,-0.004591471,0.003626106,-0.015121318,0.105354449,-0.020124644,0.027520908,0.800070058,-0.601356560,2.414205071,0.000281333,0.000713170,0.003652336,0.004158831,0.008258555,0.027333634,0.101317409,0.152548437,0.334900604,3.701771329,4.245070256,5.472191450
32,0.356088453,0,0.222890213,-0.265449475,2.427394244,-0.003384085,0.003368859,-0.014666664,0.110369025,-0.025755900,0.054080196,0.110016432,-0.410285531,2.352754847,0.000281538,0.000713287,0.003651468,0.004153406,0.008220564,0.027072240,0.101344848,0.152617866,0.331718071,3.698668581,4.238376356,5.470008696
33,0.367216218,1,0.222859377,-0.265413665,2.427234920,-0.002162360,0.003060787,-0.013921073,0.108059396,-0.029262913,0.079740040,-0.511186737,-0.221115682,2.252852868,0.000281045,0.000712769,0.003648253,0.004158815,0.008195990,0.026884439,0.101150156,0.152452875,0.328242568,3.699455043,4.235953292,5.470394091
34,0.378343982,1,0.222841856,-0.265381457,2.427085457,-0.001002947,0.002725223,-0.012896894,0.099346610,-0.030717185,0.104083386,-1.037147200,-0.042771821,2.116500871,0.000279917,0.000711559,0.003642582,0.004173268,0.008185633,0.026761975,0.100767334,0.152063319,0.324613912,3.703229895,4.236935324,5.471691866
35,0.389471746,1,0.222836582,-0.265353034,2.426948864,0.000029212,0.002384166,-0.011610987,0.085398307,-0.030285686,0.126717241,-1.449807515,0.116482103,1.946014763,0.000278307,0.000709687,0.003634536,0.004192726,0.008187906,0.026694105,0.100292776,0.151504592,0.320970063,3.707825300,4.239937466,5.472637406
36,0.400599510,1,0.222841843,-0.265328343,2.426827941,0.000883133,0.002057254,-0.010084436,0.067543707,-0.028225031,0.147276003,-1.737297872,0.248663407,1.744017772,0.000276420,0.000707258,0.003624355,0.004212211,0.008199426,0.026668761,0.099840991,0.150857673,0.317438456,3.711174939,4.243500969,5.472336802
37,0.411727274,1,0.222855442,-0.265307135,2.426725230,0.001523403,0.001760757,-0.008342220,0.047263618,-0.024886461,0.165426461,-1.881993767,0.344485098,1.513773404,0.000274479,0.000704437,0.003612398,0.004227239,0.008215869,0.026673616,0.099503987,0.150208859,0.314129098,3.712102531,4.246421567,5.470232884
38,0.422855038,1,0.222874886,-0.265289000,2.426642976,0.001932278,0.001506450,-0.006412812,0.026249094,-0.020726218,0.180874277,-1.868301487,0.395196947,1.258828697,0.000272681,0.000701418,0.003599101,0.004234856,0.008232837,0.026696966,0.099327297,0.149632921,0.311129584,3.710486066,4.247923986,5.466061702
39,0.433982803,1,0.222897592,-0.265273428,2.426583087,0.002111414,0.001300563,-0.004327750,0.006261478,-0.016276135,0.193362281,-1.698963949,0.396151869,0.982288228,0.000271172,0.000698401,0.003584941,0.004234072,0.008246577,0.026728381,0.099306270,0.149181877,0.308502095,3.707005016,4.247698828,5.459803197
40,0.445110567,1,0.222921100,-0.265259874,2.426547110,0.002081686,0.001143205,-0.002121247,-0.011018740,-0.012098298,0.202666084,-1.383601534,0.346429847,0.686980622,0.000270026,0.000695565,0.003570405,0.004225722,0.008254438,0.026759132,0.099398521,0.148880206,0.306282446,3.702715706,4.245840203,5.451629331
41,0.456238331,1,0.222943288,-0.265247827,2.426536193,0.001881897,0.001028264,0.000170153,-0.024078088,-0.008738337,0.208590152,-0.946908757,0.250512412,0.375132344,0.000269253,0.000693051,0.003555954,0.004211947,0.008255061,0.026782409,0.099544210,0.148725987,0.304481044,3.698646609,4.242727206,5.441852450
42,0.467366095,1,0.222962549,-0.265236875,2.426551069,0.001565614,0.000943977,0.002507848,-0.031820748,-0.006654386,0.210958790,-0.437356772,0.119335725,0.048156417,0.000268808,0.000690953,0.003542005,0.004195498,0.008248335,0.026793365,0.099685761,0.148696452,0.303085521,3.695524448,4.238887288,5.430876146
43,0.478493859,1,0.222977931,-0.265226764,2.426592028,0.001195285,0.000874263,0.004851360,-0.033771629,-0.006155448,0.209609516,0.082973713,-0.031438862,-0.292939676,0.000268612,0.000689311,0.003528909,0.004179056,0.008235184,0.026789028,0.099781519,0.148755936,0.302064636,3.693665437,4.234870183,5.419150451
44,0.489621623,1,0.222989188,-0.265217433,2.426658903,0.000834691,0.000800640,0.007158464,-0.030166956,-0.007360122,0.204390858,0.552001942,-0.183906879,-0.647056256,0.000268578,0.000688121,0.003516941,0.004164721,0.008217249,0.026768120,0.099811501,0.148864182,0.301372970,3.693008940,4.231150543,5.407132742
45,0.500749388,1,0.222996759,-0.265209029,2.426751046,0.000541461,0.000704397,0.009385329,-0.021841203,-0.010193798,0.195167616,0.925888462,-0.321736225,-1.012284949,0.000268628,0.000687337,0.003506295,0.004153736,0.008196537,0.026730818,0.099776227,0.148983474,0.300955905,3.693239565,4.228067634,5.395255371
46,0.511877152,1,0.223001661,-0.265201903,2.426867314,0.000361591,0.000568611,0.011486759,-0.010023710,-0.014414202,0.181830774,1.175374442,-0.430996814,-1.385884899,0.000268699,0.000686890,0.003497082,0.004146461,0.008175088,0.026678468,0.099691046,0.149083670,0.300754442,3.693937514,4.225802170,5.383900575
47,0.523004916,1,0.223005343,-0.265196572,2.427006054,0.000325799,0.000379865,0.013416529,0.003791935,-0.019638872,0.164306005,1.283860303,-0.500788759,-1.764303700,0.000268753,0.000686699,0.003489338,0.004142538,0.008154706,0.026613304,0.099578647,0.149144857,0.300709495,3.694709346,4.224384409,5.373382870
48,0.534132680,1,0.223009498,-0.265193678,2.427165095,0.000447539,0.000129582,0.015127828,0.018030081,-0.025388934,0.142564334,1.252523886,-0.524704810,-2.142950109,0.000268774,0.000686678,0.003483028,0.004141165,0.008136769,0.026538154,0.099462025,0.149157834,0.300765427,3.695272272,4.223724142,5.363938710
49,0.545260444,1,0.223015875,-0.265193928,2.427341747,0.000722998,-0.000185167,0.016573823,0.031172393,-0.031134951,0.116632209,1.087527818,-0.499765250,-2.516548823,0.000268762,0.000686755,0.003478064,0.004141380,0.008122140,0.026456172,0.099359369,0.149122905,0.300872712,3.695485916,4.223652121,5.355722847
50,0.556388208,1,0.223026085,-0.265198027,2.427532799,0.001131775,-0.000561291,0.017708311,0.041750464,-0.036328524,0.086596714,0.793137741,-0.425706165,-2.879462802,0.000268724,0.000686868,0.003474313,0.004142300,0.008111163,0.026370592,0.099281479,0.149047608,0.300989704,3.695340575,4.223963421,5.348810529
51,0.567515973,1,0.223041425,-0.265206614,2.427734533,0.001637702,-0.000989676,0.018486421,0.048444859,-0.040446992,0.052612334,0.397826855,-0.308144321,-3.225054012,0.000268675,0.000686973,0.003471612,0.004143260,0.008103729,0.026284522,0.099231575,0.148943943,0.301083590,3.694918621,4.224455466,5.343204434
52,0.578643737,1,0.223062715,-0.265220194,2.427942743,0.002192506,-0.001455897,0.018865442,0.050466530,-0.043070929,0.014914743,-0.034501045,-0.159500916,-3.545487796,0.000268625,0.000687044,0.003469782,0.004143867,0.008099390,0.026200774,0.099206827,0.148825646,0.301130612,3.694346652,4.224956221,5.338845107
53,0.589771501,1,0.223090206,-0.265239089,2.428152766,0.002743378,-0.001941696,0.018805776,0.047797736,-0.043935027,-0.026171608,-0.434846981,0.005844553,-3.832851021,0.000268585,0.000687069,0.003468641,0.004143983,0.008097490,0.026121738,0.099200748,0.148705861,0.301115716,3.693752461,4.225340840,5.335623660
54,0.600899265,1,0.223123573,-0.265263405,2.428359516,0.003241294,-0.002426733,0.018271916,0.041107368,-0.042926839,-0.070237980,-0.750201786,0.175091556,-4.079977928,0.000268557,0.000687048,0.003468012,0.004143655,0.008097293,0.026049298,0.099205656,0.148595445,0.301031754,3.693235255,4.225537261,5.333395496
55,0.612027029,1,0.223162000,-0.265293017,2.428557544,0.003647479,-0.002890146,0.017233320,0.031517932,-0.040058298,-0.116802274,-0.954568733,0.339130292,-4.280954665,0.000268542,0.000686990,0.003467732,0.004143035,0.008098092,0.025984800,0.099214611,0.148501993,0.300878381,3.692851766,4.225522782,5.331994011
56,0.623154793,1,0.223204313,-0.265327571,2.428741088,0.003936526,-0.003311660,0.015665148,0.020243836,-0.035413070,-0.165325736,-1.056713494,0.494167071,-4.431513701,0.000268538,0.000686907,0.003467657,0.004142304,0.008099287,0.025929044,0.099222581,0.148429553,0.300660762,3.692616402,4.225314458,5.331243381
57,0.634282558,1,0.223249126,-0.265366493,2.428904146,0.004095536,-0.003672084,0.013548786,0.008293526,-0.029097003,-0.215229219,-1.079504711,0.639310786,-4.528508880,0.000268540,0.000686813,0.003467669,0.004141620,0.008100425,0.025882318,0.099226817,0.148378898,0.300388206,3.692510916,4.224956285,5.330969780
58,0.645410322,1,0.223294967,-0.265409001,2.429040544,0.004121519,-0.003953456,0.010872253,-0.003549369,-0.021225016,-0.265901511,-1.039683127,0.773628380,-4.569290612,0.000268545,0.000686720,0.003467675,0.004141083,0.008101220,0.025844462,0.099226615,0.148348180,0.300072811,3.692498351,4.224505847,5.331010579
59,0.656538086,1,0.223340376,-0.265454124,2.429144016,0.004019277,-0.004139154,0.007630519,-0.014659936,-0.011923356,-0.316704975,-0.949939576,0.896148340,-4.551809322,0.000268550,0.000686636,0.003467605,0.004140735,0.008101535,0.025814938,0.099222722,0.148333796,0.299728185,3.692536725,4.224022460,5.331221320
60,0.667665850,1,0.223383983,-0.265500709,2.429208276,0.003799788,-0.004214009,0.003825761,-0.024553377,-0.001325519,-0.366983768,-0.823227789,1.006623210,-4.474868515,0.000268552,0.000686569,0.003467415,0.004140565,0.008101358,0.025792919,0.099216628,0.148331267,0.299368315,3.692589444,4.223558123,5.331480420
61,0.678793614,1,0.223424565,-0.265547447,2.429227106,0.003478593,-0.004164338,-0.000532489,-0.032898025,0.010435893,-0.416073750,-0.673843544,1.105265536,-4.338150571,0.000268553,0.000686520,0.003467083,0.004140530,0.008100766,0.025777384,0.099209944,0.148336025,0.299006608,3.692631166,4.223151825,5.331691724
62,0.689921379,1,0.223461092,-0.265592881,2.429194434,0.003074099,-0.003977939,-0.005427306,-0.039498962,0.023224423,-0.463310575,-0.510606026,1.190836045,-4.141862787,0.000268551,0.000686489,0.003466605,0.004140574,0.008099887,0.025767200,0.099203969,0.148344008,0.298655137,3.692649286,4.222827161,5.331785140
63,0.701049143,1,0.223492746,-0.265635431,2.429104418,0.002606450,-0.003644243,-0.010834390,-0.044236197,0.036880955,-0.508034848,-0.340589565,1.260867872,-3.886760957,0.000268547,0.000686474,0.003465990,0.004140647,0.008098863,0.025761204,0.099199481,0.148352042,0.298324090,3.692642145,4.222592735,5.331715649
64,0.712176907,1,0.223518943,-0.265673407,2.428951525,0.002096596,-0.003154606,-0.016722168,-0.047089125,0.051217720,-0.549599580,-0.172842710,1.312491776,-3.574264689,0.000268544,0.000686470,0.003465260,0.004140709,0.008097828,0.025758272,0.099196720,0.148357996,0.298021436,3.692615441,4.222444575,5.331461059
65,0.723304671,1,0.223539328,-0.265705036,2.428730617,0.001565350,-0.002502689,-0.023051961,-0.048077799,0.066004085,-0.587375132,-0.002871935,1.340513515,-3.205994108,0.000268540,0.000686474,0.003464442,0.004140741,0.008096889,0.025757366,0.099195502,0.148360766,0.297752775,3.692578248,4.222369703,5.331018832
66,0.734432435,1,0.223553780,-0.265728491,2.428437021,0.001034049,-0.001685112,-0.029778185,-0.047044739,0.080931954,-0.620749582,0.196370573,1.336273508,-2.783531376,0.000268537,0.000686481,0.003463569,0.004140737,0.008096115,0.025757583,0.099195397,0.148360126,0.297521366,3.692539647,4.222350043,5.330402362
67,0.745560199,1,0.223562433,-0.265741927,2.428066610,0.000527677,-0.000702497,-0.036848548,-0.043488457,0.095589587,-0.649131145,0.453832754,1.290635657,-2.309100082,0.000268536,0.000686489,0.003462673,0.004140704,0.008095540,0.025758171,0.099195899,0.148356495,0.297328283,3.692506528,4.222366051,5.329636993
68,0.756687964,1,0.223565734,-0.265743534,2.427615877,0.000078182,0.000439442,-0.044204340,-0.036701662,0.109479180,-0.671960380,0.775900543,1.197520181,-1.786340861,0.000268535,0.000686495,0.003461786,0.004140654,0.008095164,0.025758544,0.099196562,0.148350689,0.297172689,3.692482654,4.222399613,5.328756077
69,0.767815728,1,0.223564530,-0.265731598,2.427082000,-0.000274750,0.001729149,-0.051780884,-0.026046987,0.122055159,-0.688726663,1.144079194,1.054404205,-1.220372560,0.000268535,0.000686499,0.003460935,0.004140600,0.008094963,0.025758283,0.099197077,0.148343684,0.297052171,3.692468775,4.222436006,5.327797275
70,0.778943492,1,0.223560145,-0.265704567,2.426462907,-0.000485918,0.003148910,-0.059508163,-0.011205542,0.132762539,-0.698984017,1.521139801,0.862058808,-0.617671710,0.000268535,0.000686498,0.003460143,0.004140552,0.008094899,0.025757123,0.099197293,0.148336426,0.296963124,3.692463401,4.222464886,5.326799282
71,0.790071256,1,0.223554414,-0.265661122,2.425757331,-0.000509114,0.004674946,-0.067311626,0.007667394,0.141071648,-0.702365422,1.860415475,0.624246645,0.014063304,0.000268535,0.000686495,0.003459427,0.004140516,0.008094926,0.025754940,0.099197191,0.148329693,0.296901132,3.692463843,4.222480430,5.325799099
72,0.801199020,1,0.223549667,-0.265600238,2.424964858,-0.000302873,0.006277885,-0.075113140,0.029863226,0.146513374,-0.698596395,2.109054927,0.348260104,0.665876929,0.000268536,0.000686490,0.003458799,0.004140494,0.008095001,0.025751726,0.099196845,0.148324025,0.296861342,3.692467182,4.222480827,5.324829897
73,0.812326784,1,0.223548638,-0.265521245,2.424085955,0.000163008,0.007923669,-0.082832099,0.054059755,0.148722402,-0.687509302,2.210406133,0.045478918,1.327536583,0.000268536,0.000686483,0.003458265,0.004140485,0.008095088,0.025747570,0.099196372,0.148319704,0.296838796,3.692470978,4.222467362,5.323919509
74,0.823454549,1,0.223554305,-0.265423872,2.423121995,0.000900452,0.009574970,-0.090386688,0.078285948,0.147484515,-0.669057244,2.103975940,-0.268246493,1.987584600,0.000268536,0.000686476,0.003457825,0.004140484,0.008095161,0.025742625,0.099195884,0.148316781,0.296828713,3.692473638,4.222443328,5.323089522
75,0.834582313,1,0.223569639,-0.265308272,2.422075264,0.001895682,0.011193139,-0.097695304,0.099899589,0.142782780,-0.643325967,1.732501105,-0.573759354,2.633769967,0.000268536,0.000686469,0.003457475,0.004140488,0.008095203,0.025737092,0.099195468,0.148315123,0.296826717,3.692474466,4.222412960,5.322354912
76,0.845710077,1,0.223597283,-0.265175026,2.420948944,0.003102281,0.012740554,-0.104678057,0.115709895,0.134820182,-0.610538497,1.056682808,-0.851062328,3.253783602,0.000268535,0.000686463,0.003457210,0.004140494,0.008095210,0.025731192,0.099195170,0.148314478,0.296828992,3.692473508,4.222380538,5.321724160
77,0.856837841,1,0.223639160,-0.265025114,2.419747092,0.004436554,0.014183056,-0.111258293,0.122279604,0.124011283,-0.571050788,0.076119573,-1.082903121,3.836250006,0.000268535,0.000686459,0.003457018,0.004140498,0.008095183,0.025725151,0.099194998,0.148314541,0.296832391,3.692471269,4.222349724,5.321199734
78,0.867965605,1,0.223696050,-0.264859870,2.418474593,0.005777615,0.015492059,-0.117363985,0.116458527,0.110932521,-0.525336005,-1.157873780,-1.257519148,4.371523536,0.000268535,0.000686456,0.003456889,0.004140500,0.008095129,0.025719178,0.099194934,0.148315008,0.296834477,3.692468436,4.222323181,5.320778872
79,0.879093369,1,0.223767208,-0.264680906,2.417137101,0.006973649,0.016646005,-0.122928931,0.095919624,0.096261081,-0.473964407,-2.549928956,-1.368555998,4.851819382,0.000268535,0.000686454,0.003456809,0.004140499,0.008095059,0.025713460,0.099194942,0.148315612,0.296833524,3.692465650,4.222302434,5.320454534
80,0.890221134,1,0.223850080,-0.264490032,2.415740971,0.007853655,0.017631152,-0.127893718,0.059610635,0.080712993,-0.417581491,-3.967249273,-1.415561600,5.271462860,0.000268534,0.000686453,0.003456768,0.004140496,0.008094981,0.025708150,0.099194986,0.148316154,0.296828469,3.692463361,4.222287935,5.320216463
81,0.901348898,1,0.223940176,-0.264289165,2.414293178,0.008243839,0.018441610,-0.132206415,0.008141133,0.064971042,-0.356882349,-5.245733374,-1.405017728,5.627242685,0.000268534,0.000686453,0.003456753,0.004140492,0.008094906,0.025703362,0.099195034,0.148316507,0.296818844,3.692461788,4.222279268,5.320052251
82,0.912476662,1,0.224031149,-0.264080248,2.412801231,0.007987611,0.019078571,-0.135822980,-0.056006579,0.049616932,-0.292585989,-6.221680758,-1.347673946,5.917860490,0.000268534,0.000686454,0.003456755,0.004140488,0.008094841,0.025699172,0.099195067,0.148316617,0.296804678,3.692460939,4.222275416,5.319948359
83,0.923604426,1,0.224115097,-0.263865179,2.411273083,0.006965267,0.019549038,-0.138707432,-0.128784242,0.035116088,-0.225421603,-6.783757986,-1.253079525,6.142627883,0.000268534,0.000686454,0.003456763,0.004140484,0.008094789,0.025695616,0.099195077,0.148316483,0.296786398,3.692460673,4.222275057,5.319891028
84,0.934732190,1,0.224183060,-0.263645749,2.409717044,0.005107845,0.019864619,-0.140831938,-0.205208827,0.021829080,-0.156122016,-6.867543393,-1.131774298,6.301846999,0.000268534,0.000686455,0.003456772,0.004140482,0.008094752,0.025692698,0.099195064,0.148316149,0.296764713,3.692460782,4.222276812,5.319867045
