kind,hw_timestamp_s,host_timestamp_s,unified_time_s,x,y,z
gyro,1777992384.942860,26347.912162,1777992384.942860,0.003728,0.004260,-0.007456
accel,1777992384.953633,26347.923371,1777992384.953633,0.431493,-9.129991,1.274864
gyro,1777992384.952861,26347.923371,1777992384.952861,0.003728,0.003196,-0.001065
accel,1777992384.965364,26347.934493,1777992384.965364,0.411879,-9.110377,1.255251
gyro,1777992384.962861,26347.934493,1777992384.962861,0.002662,-0.004793,-0.002129
accel,1777992384.977096,26347.945544,1777992384.977096,0.431493,-9.129991,1.255251
gyro,1777992384.972862,26347.945544,1777992384.972862,0.002129,-0.002129,-0.000532
accel,1777992384.984917,26347.956685,1777992384.984917,0.402073,-9.110377,1.255251
gyro,1777992384.987864,26347.956685,1777992384.987864,0.002662,0.002662,-0.003196
accel,1777992384.996649,26347.967866,1777992384.996649,0.431493,-9.110377,1.274864
gyro,1777992384.997864,26347.967866,1777992384.997864,0.005325,0.003196,-0.004793
accel,1777992385.008380,26347.978982,1777992385.008380,0.431493,-9.129991,1.235638
gyro,1777992385.007864,26347.978982,1777992385.007864,-0.003728,-0.000532,-0.001065
accel,1777992385.020112,26347.990115,1777992385.020112,0.431493,-9.110377,1.255251
gyro,1777992385.017864,26347.990115,1777992385.017864,0.002129,0.003196,-0.001597
accel,1777992385.031843,26348.001353,1777992385.031843,0.411879,-9.169217,1.235638
gyro,1777992385.032866,26348.001353,1777992385.032866,0.001597,-0.000532,0.001065
accel,1777992385.043574,26348.012309,1777992385.043574,0.431493,-9.110377,1.294478
gyro,1777992385.042866,26348.012309,1777992385.042866,0.000532,0.003196,-0.002662
accel,1777992385.051394,26348.023484,1777992385.051394,0.411879,-9.110377,1.255251
gyro,1777992385.052866,26348.023484,1777992385.052866,0.001065,0.001597,-0.001597
accel,1777992385.063127,26348.034591,1777992385.063127,0.411879,-9.129991,1.255251
gyro,1777992385.062867,26348.034591,1777992385.062867,0.001597,0.004793,0.000000
accel,1777992385.074859,26348.045698,1777992385.074859,0.411879,-9.110377,1.255251
gyro,1777992385.072868,26348.045698,1777992385.072868,0.001597,-0.001065,0.000532
accel,1777992385.086591,26348.056855,1777992385.086591,0.402073,-9.129991,1.274864
gyro,1777992385.087868,26348.056855,1777992385.087868,-0.003196,0.001597,-0.002662
accel,1777992385.098322,26348.068063,1777992385.098322,0.431493,-9.129991,1.235638
gyro,1777992385.097869,26348.068063,1777992385.097869,0.004260,0.000000,-0.001065
accel,1777992385.110054,26348.079075,1777992385.110054,0.431493,-9.110377,1.255251
gyro,1777992385.107869,26348.079075,1777992385.107869,-0.001065,0.002129,-0.002129
accel,1777992385.121786,26348.090282,1777992385.121786,0.411879,-9.110377,1.225831
gyro,1777992385.117869,26348.090282,1777992385.117869,0.007456,0.000532,-0.004260
accel,1777992385.129607,26348.101311,1777992385.129607,0.411879,-9.129991,1.274864
gyro,1777992385.132870,26348.101311,1777992385.132870,0.002662,-0.001065,-0.003196
accel,1777992385.141337,26348.112440,1777992385.141337,0.411879,-9.110377,1.274864
gyro,1777992385.142871,26348.112440,1777992385.142871,0.002129,-0.003196,-0.001065
accel,1777992385.153069,26348.123729,1777992385.153069,0.411879,-9.110377,1.255251
gyro,1777992385.152871,26348.123729,1777992385.152871,0.006924,0.000000,-0.002662
accel,1777992385.164801,26348.134693,1777992385.164801,0.431493,-9.129991,1.255251
gyro,1777992385.162870,26348.134693,1777992385.162870,0.001065,0.005325,-0.003196
accel,1777992385.176533,26348.145805,1777992385.176533,0.411879,-9.110377,1.235638
gyro,1777992385.172871,26348.145805,1777992385.172871,0.002129,0.002662,0.001065
accel,1777992385.188264,26348.157058,1777992385.188264,0.431493,-9.129991,1.235638
gyro,1777992385.187872,26348.157058,1777992385.187872,0.002662,0.003728,0.000000
accel,1777992385.196085,26348.168093,1777992385.196085,0.431493,-9.110377,1.235638
gyro,1777992385.197872,26348.168093,1777992385.197872,0.001597,0.000000,-0.002129
accel,1777992385.207815,26348.179212,1777992385.207815,0.402073,-9.129991,1.235638
gyro,1777992385.207872,26348.179212,1777992385.207872,-0.000532,-0.004260,0.000532
accel,1777992385.219547,26348.190427,1777992385.219547,0.411879,-9.129991,1.274864
gyro,1777992385.217873,26348.190427,1777992385.217873,0.003196,0.000532,-0.003196
accel,1777992385.231278,26348.201446,1777992385.231278,0.431493,-9.110377,1.235638
gyro,1777992385.232873,26348.201446,1777992385.232873,0.002662,0.002662,0.000000
accel,1777992385.243010,26348.212547,1777992385.243010,0.411879,-9.129991,1.274864
gyro,1777992385.242873,26348.212547,1777992385.242873,0.000000,-0.001065,-0.003196
accel,1777992385.254740,26348.223810,1777992385.254740,0.431493,-9.110377,1.255251
gyro,1777992385.252873,26348.223810,1777992385.252873,0.001597,0.004793,-0.003196
accel,1777992385.266470,26348.234818,1777992385.266470,0.411879,-9.129991,1.255251
gyro,1777992385.262874,26348.234818,1777992385.262874,0.003728,-0.002662,0.000000
accel,1777992385.274290,26348.245946,1777992385.274290,0.451106,-9.110377,1.255251
gyro,1777992385.272873,26348.245946,1777992385.272873,0.002129,-0.002129,0.001065
accel,1777992385.286020,26348.257214,1777992385.286020,0.411879,-9.110377,1.235638
gyro,1777992385.287874,26348.257214,1777992385.287874,0.003196,-0.004260,-0.002129
accel,1777992385.297750,26348.268191,1777992385.297750,0.431493,-9.110377,1.255251
gyro,1777992385.297874,26348.268191,1777992385.297874,0.005859,0.003196,-0.002129
accel,1777992385.309480,26348.279303,1777992385.309480,0.411879,-9.149604,1.255251
gyro,1777992385.307873,26348.279303,1777992385.307873,-0.002129,0.003196,-0.001597
accel,1777992385.321211,26348.290575,1777992385.321211,0.431493,-9.110377,1.255251
gyro,1777992385.317874,26348.290575,1777992385.317874,0.000000,0.005859,-0.000532
accel,1777992385.332943,26348.301572,1777992385.332943,0.411879,-9.129991,1.235638
gyro,1777992385.332873,26348.301572,1777992385.332873,0.004260,-0.000532,-0.004793
accel,1777992385.340763,26348.312703,1777992385.340763,0.411879,-9.129991,1.274864
gyro,1777992385.342874,26348.312703,1777992385.342874,0.002662,0.005859,-0.001597
accel,1777992385.352494,26348.323963,1777992385.352494,0.402073,-9.129991,1.235638
gyro,1777992385.352874,26348.323963,1777992385.352874,0.000532,-0.001065,-0.003196
accel,1777992385.364223,26348.334970,1777992385.364223,0.411879,-9.110377,1.274864
gyro,1777992385.362874,26348.334970,1777992385.362874,0.003196,0.001065,-0.003728
accel,1777992385.375953,26348.346111,1777992385.375953,0.411879,-9.071151,1.274864
gyro,1777992385.372874,26348.346111,1777992385.372874,-0.001065,0.001597,-0.002129
accel,1777992385.387683,26348.357250,1777992385.387683,0.451106,-9.129991,1.235638
gyro,1777992385.387874,26348.357250,1777992385.387874,0.000000,0.002129,-0.001597
accel,1777992385.399413,26348.368406,1777992385.399413,0.411879,-9.110377,1.274864
gyro,1777992385.397873,26348.368406,1777992385.397873,0.003196,0.002129,-0.001597
accel,1777992385.407233,26348.379474,1777992385.407233,0.431493,-9.129991,1.235638
gyro,1777992385.407874,26348.379474,1777992385.407874,0.000532,0.005325,-0.001597
accel,1777992385.418962,26348.390709,1777992385.418962,0.411879,-9.110377,1.274864
gyro,1777992385.417873,26348.390709,1777992385.417873,-0.001065,-0.001065,-0.001597
accel,1777992385.430692,26348.401737,1777992385.430692,0.431493,-9.110377,1.235638
gyro,1777992385.432873,26348.401737,1777992385.432873,0.003196,-0.002129,-0.003196
accel,1777992385.442421,26348.412904,1777992385.442421,0.402073,-9.110377,1.255251
gyro,1777992385.442873,26348.412904,1777992385.442873,-0.001597,0.003196,-0.003728
accel,1777992385.454150,26348.424162,1777992385.454150,0.411879,-9.129991,1.255251
gyro,1777992385.452873,26348.424162,1777992385.452873,0.002129,-0.005325,-0.000532
accel,1777992385.465882,26348.435183,1777992385.465882,0.411879,-9.129991,1.235638
gyro,1777992385.462872,26348.435183,1777992385.462872,-0.001065,-0.000532,-0.003728
accel,1777992385.477613,26348.446284,1777992385.477613,0.411879,-9.129991,1.255251
gyro,1777992385.472872,26348.446284,1777992385.472872,0.000532,0.003196,-0.002129
accel,1777992385.485433,26348.457528,1777992385.485433,0.431493,-9.129991,1.235638
gyro,1777992385.487871,26348.457528,1777992385.487871,0.005859,0.002129,-0.003728
accel,1777992385.497163,26348.468527,1777992385.497163,0.411879,-9.110377,1.255251
gyro,1777992385.497871,26348.468527,1777992385.497871,0.002662,-0.001597,-0.001065
accel,1777992385.508893,26348.479731,1777992385.508893,0.431493,-9.110377,1.274864
gyro,1777992385.507872,26348.479731,1777992385.507872,0.001597,-0.003196,-0.000532
accel,1777992385.520624,26348.490877,1777992385.520624,0.411879,-9.129991,1.274864
gyro,1777992385.517871,26348.490877,1777992385.517871,0.005325,0.003728,-0.002129
accel,1777992385.532355,26348.501979,1777992385.532355,0.431493,-9.110377,1.255251
gyro,1777992385.532870,26348.501979,1777992385.532870,-0.000532,0.001065,-0.003196
accel,1777992385.544084,26348.513048,1777992385.544084,0.431493,-9.110377,1.274864
gyro,1777992385.542870,26348.513048,1777992385.542870,0.005325,0.003728,-0.003728
accel,1777992385.551905,26348.524313,1777992385.551905,0.411879,-9.129991,1.294478
gyro,1777992385.552869,26348.524313,1777992385.552869,-0.003728,0.000532,-0.001597
accel,1777992385.563636,26348.535301,1777992385.563636,0.411879,-9.110377,1.235638
gyro,1777992385.562869,26348.535301,1777992385.562869,-0.002662,-0.005325,0.001065
accel,1777992385.575365,26348.546395,1777992385.575365,0.411879,-9.129991,1.255251
gyro,1777992385.572868,26348.546395,1777992385.572868,0.005325,-0.000532,-0.001597
accel,1777992385.587095,26348.557697,1777992385.587095,0.411879,-9.129991,1.225831
gyro,1777992385.587868,26348.557697,1777992385.587868,0.001065,0.003196,-0.005859
accel,1777992385.598824,26348.568673,1777992385.598824,0.411879,-9.110377,1.274864
gyro,1777992385.597868,26348.568673,1777992385.597868,0.000000,0.004793,-0.003196
accel,1777992385.610554,26348.579798,1777992385.610554,0.411879,-9.129991,1.294478
gyro,1777992385.607867,26348.579798,1777992385.607867,0.002662,0.004260,-0.004260
accel,1777992385.618372,26348.591083,1777992385.618372,0.411879,-9.090764,1.235638
gyro,1777992385.617867,26348.591083,1777992385.617867,0.005325,0.002662,-0.001065
accel,1777992385.630102,26348.602040,1777992385.630102,0.402073,-9.129991,1.235638
gyro,1777992385.632866,26348.602040,1777992385.632866,0.002662,-0.001065,-0.002662
accel,1777992385.641831,26348.613193,1777992385.641831,0.411879,-9.110377,1.235638
gyro,1777992385.642865,26348.613193,1777992385.642865,0.003196,-0.002662,-0.002662
accel,1777992385.653561,26348.624508,1777992385.653561,0.411879,-9.110377,1.274864
gyro,1777992385.652865,26348.624508,1777992385.652865,0.007456,0.008521,-0.002662
accel,1777992385.665291,26348.635444,1777992385.665291,0.431493,-9.110377,1.235638
gyro,1777992385.662865,26348.635444,1777992385.662865,-0.000532,0.000000,0.000532
accel,1777992385.677021,26348.646585,1777992385.677021,0.411879,-9.129991,1.255251
gyro,1777992385.677865,26348.646585,1777992385.677865,0.003196,-0.002129,-0.001065
accel,1777992385.688753,26348.657921,1777992385.688753,0.431493,-9.129991,1.225831
gyro,1777992385.687866,26348.657921,1777992385.687866,0.003196,0.003196,-0.004793
accel,1777992385.696574,26348.668838,1777992385.696574,0.431493,-9.129991,1.235638
gyro,1777992385.697868,26348.668838,1777992385.697868,0.004793,0.000532,-0.001065
accel,1777992385.708306,26348.679959,1777992385.708306,0.431493,-9.149604,1.255251
gyro,1777992385.707868,26348.679959,1777992385.707868,0.002129,-0.001597,-0.000532
accel,1777992385.720038,26348.691202,1777992385.720038,0.411879,-9.149604,1.255251
gyro,1777992385.717870,26348.691202,1777992385.717870,0.005325,0.005325,-0.004260
accel,1777992385.731771,26348.702215,1777992385.731771,0.402073,-9.129991,1.255251
gyro,1777992385.732871,26348.702215,1777992385.732871,0.001065,0.000000,-0.003196
accel,1777992385.743503,26348.713348,1777992385.743503,0.431493,-9.090764,1.255251
gyro,1777992385.742872,26348.713348,1777992385.742872,0.002129,0.001597,-0.000532
accel,1777992385.755234,26348.724591,1777992385.755234,0.431493,-9.090764,1.235638
gyro,1777992385.752873,26348.724591,1777992385.752873,0.005325,-0.001065,0.000000
accel,1777992385.763055,26348.735619,1777992385.763055,0.431493,-9.129991,1.235638
gyro,1777992385.762874,26348.735619,1777992385.762874,0.002662,-0.001597,-0.004793
accel,1777992385.774787,26348.746713,1777992385.774787,0.402073,-9.129991,1.235638
gyro,1777992385.772875,26348.746713,1777992385.772875,0.002129,0.000000,0.001065
accel,1777992385.786519,26348.757999,1777992385.786519,0.411879,-9.129991,1.274864
gyro,1777992385.787877,26348.757999,1777992385.787877,0.001065,0.001065,-0.003196
accel,1777992385.798250,26348.768958,1777992385.798250,0.411879,-9.110377,1.235638
gyro,1777992385.797877,26348.768958,1777992385.797877,-0.002662,0.002129,-0.000532
accel,1777992385.809982,26348.780114,1777992385.809982,0.411879,-9.110377,1.235638
gyro,1777992385.807878,26348.780114,1777992385.807878,0.001065,0.001065,0.003196
accel,1777992385.821713,26348.791198,1777992385.821713,0.431493,-9.110377,1.274864
gyro,1777992385.817880,26348.791198,1777992385.817880,0.003728,-0.001597,0.003728
accel,1777992385.833445,26348.802353,1777992385.833445,0.411879,-9.129991,1.235638
gyro,1777992385.832880,26348.802353,1777992385.832880,0.005325,0.002129,-0.001065
accel,1777992385.841266,26348.813473,1777992385.841266,0.402073,-9.110377,1.274864
gyro,1777992385.842881,26348.813473,1777992385.842881,0.000532,-0.000532,-0.000532
accel,1777992385.852997,26348.824600,1777992385.852997,0.431493,-9.110377,1.235638
gyro,1777992385.852883,26348.824600,1777992385.852883,0.000532,0.002129,-0.004793
accel,1777992385.864727,26348.835735,1777992385.864727,0.431493,-9.110377,1.255251
gyro,1777992385.862883,26348.835735,1777992385.862883,0.000532,-0.000532,-0.000532
accel,1777992385.876458,26348.846850,1777992385.876458,0.431493,-9.129991,1.255251
gyro,1777992385.877884,26348.846850,1777992385.877884,-0.002129,0.001597,-0.001597
accel,1777992385.888189,26348.858172,1777992385.888189,0.411879,-9.129991,1.255251
gyro,1777992385.887886,26348.858172,1777992385.887886,0.001065,0.001597,0.002129
accel,1777992385.899921,26348.869173,1777992385.899921,0.431493,-9.090764,1.255251
gyro,1777992385.897886,26348.869173,1777992385.897886,-0.002129,0.002129,-0.000532
accel,1777992385.907742,26348.880287,1777992385.907742,0.402073,-9.110377,1.274864
gyro,1777992385.907887,26348.880287,1777992385.907887,0.002662,0.001597,-0.004260
accel,1777992385.919475,26348.891455,1777992385.919475,0.411879,-9.110377,1.255251
gyro,1777992385.917887,26348.891455,1777992385.917887,0.003196,-0.000532,-0.000532
accel,1777992385.931206,26348.902488,1777992385.931206,0.431493,-9.129991,1.255251
gyro,1777992385.932888,26348.902488,1777992385.932888,0.000000,0.002662,-0.002662
accel,1777992385.942937,26348.913695,1777992385.942937,0.402073,-9.110377,1.235638
gyro,1777992385.942889,26348.913695,1777992385.942889,0.002129,-0.005325,-0.002662
accel,1777992385.954669,26348.924725,1777992385.954669,0.411879,-9.129991,1.255251
gyro,1777992385.952889,26348.924725,1777992385.952889,0.000532,0.003196,-0.001597
accel,1777992385.966401,26348.935860,1777992385.966401,0.431493,-9.090764,1.294478
gyro,1777992385.962890,26348.935860,1777992385.962890,0.003728,0.002129,-0.004260
accel,1777992385.978133,26348.947275,1777992385.978133,0.411879,-9.110377,1.255251
gyro,1777992385.977892,26348.947275,1777992385.977892,0.001065,-0.003196,-0.002662
accel,1777992385.985955,26348.958256,1777992385.985955,0.431493,-9.110377,1.274864
gyro,1777992385.987893,26348.958256,1777992385.987893,0.003728,0.004260,0.000000
accel,1777992385.997688,26348.969285,1777992385.997688,0.411879,-9.090764,1.235638
gyro,1777992385.997893,26348.969285,1777992385.997893,0.000000,0.003196,-0.003196
accel,1777992386.009419,26348.980442,1777992386.009419,0.411879,-9.149604,1.255251
gyro,1777992386.007893,26348.980442,1777992386.007893,-0.001065,0.001065,-0.001597
accel,1777992386.021150,26348.991543,1777992386.021150,0.431493,-9.129991,1.274864
gyro,1777992386.017894,26348.991543,1777992386.017894,0.000532,0.002662,-0.002662
accel,1777992386.032881,26349.002632,1777992386.032881,0.411879,-9.110377,1.294478
gyro,1777992386.032895,26349.002632,1777992386.032895,0.003728,-0.002129,-0.003196
accel,1777992386.044611,26349.013856,1777992386.044611,0.402073,-9.110377,1.255251
gyro,1777992386.042896,26349.013856,1777992386.042896,0.006391,-0.005325,-0.001597
accel,1777992386.052432,26349.024887,1777992386.052432,0.411879,-9.129991,1.235638
gyro,1777992386.052895,26349.024887,1777992386.052895,0.001597,0.002662,-0.002662
accel,1777992386.064163,26349.036027,1777992386.064163,0.431493,-9.090764,1.225831
gyro,1777992386.062896,26349.036027,1777992386.062896,0.004260,0.004260,-0.001597
accel,1777992386.075895,26349.047296,1777992386.075895,0.411879,-9.110377,1.255251
gyro,1777992386.077897,26349.047296,1777992386.077897,0.000000,0.001065,-0.002662
accel,1777992386.087627,26349.058276,1777992386.087627,0.431493,-9.110377,1.274864
gyro,1777992386.087897,26349.058276,1777992386.087897,0.001597,-0.001065,-0.001597
accel,1777992386.099357,26349.069399,1777992386.099357,0.431493,-9.129991,1.274864
gyro,1777992386.097898,26349.069399,1777992386.097898,0.003728,-0.002662,0.001065
accel,1777992386.111088,26349.080697,1777992386.111088,0.431493,-9.149604,1.255251
gyro,1777992386.107898,26349.080697,1777992386.107898,-0.000532,0.003196,0.001065
accel,1777992386.122818,26349.091790,1777992386.122818,0.411879,-9.090764,1.235638
gyro,1777992386.117898,26349.091790,1777992386.117898,0.002129,0.003196,-0.001065
accel,1777992386.130639,26349.102787,1777992386.130639,0.431493,-9.149604,1.255251
gyro,1777992386.132899,26349.102787,1777992386.132899,0.001065,0.004260,-0.002129
accel,1777992386.142369,26349.114034,1777992386.142369,0.431493,-9.110377,1.235638
gyro,1777992386.142899,26349.114034,1777992386.142899,0.000000,0.001065,0.001597
accel,1777992386.154100,26349.125062,1777992386.154100,0.431493,-9.110377,1.235638
gyro,1777992386.152900,26349.125062,1777992386.152900,0.001065,0.002662,-0.002662
accel,1777992386.165832,26349.136188,1777992386.165832,0.431493,-9.129991,1.255251
gyro,1777992386.162899,26349.136188,1777992386.162899,0.000000,-0.000532,-0.003728
accel,1777992386.177563,26349.147435,1777992386.177563,0.411879,-9.129991,1.235638
gyro,1777992386.177900,26349.147435,1777992386.177900,0.007456,0.000000,-0.005325
accel,1777992386.189293,26349.158434,1777992386.189293,0.431493,-9.129991,1.235638
gyro,1777992386.187900,26349.158434,1777992386.187900,0.003728,0.002129,-0.002662
accel,1777992386.197115,26349.169592,1777992386.197115,0.411879,-9.110377,1.294478
gyro,1777992386.197901,26349.169592,1777992386.197901,0.001597,0.005859,-0.001597
accel,1777992386.208845,26349.180789,1777992386.208845,0.411879,-9.149604,1.255251
gyro,1777992386.207901,26349.180789,1777992386.207901,0.004260,0.000532,-0.001597
accel,1777992386.220576,26349.191828,1777992386.220576,0.431493,-9.129991,1.255251
gyro,1777992386.217901,26349.191828,1777992386.217901,0.002129,0.000532,-0.001597
accel,1777992386.232307,26349.202927,1777992386.232307,0.431493,-9.090764,1.235638
gyro,1777992386.232901,26349.202927,1777992386.232901,-0.000532,0.006391,-0.002129
accel,1777992386.244038,26349.214219,1777992386.244038,0.402073,-9.129991,1.235638
gyro,1777992386.242901,26349.214219,1777992386.242901,0.003728,0.003196,-0.001065
accel,1777992386.255769,26349.225213,1777992386.255769,0.451106,-9.129991,1.294478
gyro,1777992386.252902,26349.225213,1777992386.252902,0.002129,0.000532,-0.000532
accel,1777992386.263589,26349.236314,1777992386.263589,0.431493,-9.129991,1.255251
gyro,1777992386.262901,26349.236314,1777992386.262901,0.005859,-0.000532,-0.002129
accel,1777992386.275319,26349.247501,1777992386.275319,0.411879,-9.129991,1.274864
gyro,1777992386.277902,26349.247501,1777992386.277902,-0.002129,0.001597,0.000532
accel,1777992386.287049,26349.258580,1777992386.287049,0.411879,-9.110377,1.235638
gyro,1777992386.287902,26349.258580,1777992386.287902,0.003728,0.000000,-0.004260
accel,1777992386.298779,26349.269693,1777992386.298779,0.402073,-9.090764,1.235638
gyro,1777992386.297902,26349.269693,1777992386.297902,0.004260,0.002129,-0.001597
accel,1777992386.310509,26349.280950,1777992386.310509,0.431493,-9.129991,1.235638
gyro,1777992386.307902,26349.280950,1777992386.307902,-0.001065,-0.001065,0.000000
accel,1777992386.322239,26349.291945,1777992386.322239,0.411879,-9.110377,1.235638
gyro,1777992386.317902,26349.291945,1777992386.317902,0.005325,0.000532,-0.001065
accel,1777992386.330059,26349.303094,1777992386.330059,0.431493,-9.110377,1.235638
gyro,1777992386.332902,26349.303094,1777992386.332902,0.001597,-0.002129,0.000000
accel,1777992386.341789,26349.314220,1777992386.341789,0.411879,-9.129991,1.274864
gyro,1777992386.342902,26349.314220,1777992386.342902,0.003196,0.003196,-0.001597
accel,1777992386.353519,26349.325371,1777992386.353519,0.431493,-9.110377,1.235638
gyro,1777992386.352901,26349.325371,1777992386.352901,0.002129,0.002129,0.002662
accel,1777992386.365249,26349.336474,1777992386.365249,0.431493,-9.110377,1.255251
gyro,1777992386.362902,26349.336474,1777992386.362902,0.000000,0.003196,-0.003728
accel,1777992386.376979,26349.347727,1777992386.376979,0.411879,-9.149604,1.235638
gyro,1777992386.377902,26349.347727,1777992386.377902,0.004793,-0.001065,0.001065
accel,1777992386.388709,26349.358749,1777992386.388709,0.411879,-9.110377,1.255251
gyro,1777992386.387902,26349.358749,1777992386.387902,0.005325,0.001065,-0.004793
accel,1777992386.400438,26349.369837,1777992386.400438,0.411879,-9.110377,1.255251
gyro,1777992386.397901,26349.369837,1777992386.397901,0.001065,-0.001065,-0.003728
accel,1777992386.408258,26349.381174,1777992386.408258,0.411879,-9.090764,1.235638
gyro,1777992386.407901,26349.381174,1777992386.407901,0.001065,0.000532,-0.004793
accel,1777992386.419989,26349.392120,1777992386.419989,0.402073,-9.090764,1.235638
gyro,1777992386.417901,26349.392120,1777992386.417901,0.001065,0.001065,0.003196
accel,1777992386.431720,26349.403225,1777992386.431720,0.411879,-9.149604,1.225831
gyro,1777992386.432901,26349.403225,1777992386.432901,0.001065,-0.000532,0.000000
accel,1777992386.443450,26349.414514,1777992386.443450,0.411879,-9.110377,1.255251
gyro,1777992386.442901,26349.414514,1777992386.442901,-0.004260,-0.000532,0.000532
accel,1777992386.455179,26349.425528,1777992386.455179,0.411879,-9.110377,1.255251
gyro,1777992386.452900,26349.425528,1777992386.452900,-0.001065,0.000000,-0.003196
accel,1777992386.466910,26349.436628,1777992386.466910,0.411879,-9.110377,1.274864
gyro,1777992386.462900,26349.436628,1777992386.462900,0.000000,-0.003728,-0.001065
accel,1777992386.478640,26349.447816,1777992386.478640,0.431493,-9.149604,1.255251
gyro,1777992386.477900,26349.447816,1777992386.477900,0.001597,-0.002662,-0.002662
accel,1777992386.486459,26349.458895,1777992386.486459,0.411879,-9.110377,1.235638
gyro,1777992386.487899,26349.458895,1777992386.487899,0.004260,0.004260,-0.001065
accel,1777992386.498188,26349.470024,1777992386.498188,0.411879,-9.110377,1.235638
gyro,1777992386.497900,26349.470024,1777992386.497900,0.002662,-0.000532,-0.004793
accel,1777992386.509919,26349.481247,1777992386.509919,0.411879,-9.110377,1.294478
gyro,1777992386.507899,26349.481247,1777992386.507899,0.001065,0.001597,-0.002662
accel,1777992386.521648,26349.492278,1777992386.521648,0.431493,-9.110377,1.274864
gyro,1777992386.522898,26349.492278,1777992386.522898,0.002662,-0.000532,-0.004793
accel,1777992386.533379,26349.503382,1777992386.533379,0.411879,-9.129991,1.274864
gyro,1777992386.532898,26349.503382,1777992386.532898,0.005325,0.001597,-0.003728
accel,1777992386.545110,26349.514635,1777992386.545110,0.411879,-9.129991,1.225831
gyro,1777992386.542897,26349.514635,1777992386.542897,0.005325,0.001597,-0.003196
accel,1777992386.552930,26349.525618,1777992386.552930,0.411879,-9.129991,1.274864
gyro,1777992386.552897,26349.525618,1777992386.552897,0.002129,0.001597,-0.003196
accel,1777992386.564660,26349.536763,1777992386.564660,0.411879,-9.090764,1.274864
gyro,1777992386.562897,26349.536763,1777992386.562897,-0.002129,0.004793,-0.003728
accel,1777992386.576389,26349.547892,1777992386.576389,0.431493,-9.110377,1.255251
gyro,1777992386.577897,26349.547892,1777992386.577897,-0.002129,0.001597,-0.002662
accel,1777992386.588119,26349.559011,1777992386.588119,0.411879,-9.110377,1.235638
gyro,1777992386.587896,26349.559011,1777992386.587896,-0.002129,0.001597,0.000000
accel,1777992386.599848,26349.570211,1777992386.599848,0.411879,-9.110377,1.255251
gyro,1777992386.597896,26349.570211,1777992386.597896,-0.001065,-0.000532,-0.003196
accel,1777992386.611578,26349.581300,1777992386.611578,0.411879,-9.090764,1.255251
gyro,1777992386.607895,26349.581300,1777992386.607895,0.003728,0.000532,-0.003728
accel,1777992386.623307,26349.592977,1777992386.623307,0.411879,-9.110377,1.255251
gyro,1777992386.622894,26349.592977,1777992386.622894,0.000000,0.003196,-0.001597
accel,1777992386.631127,26349.603531,1777992386.631127,0.411879,-9.149604,1.255251
gyro,1777992386.632894,26349.603531,1777992386.632894,0.005859,0.002129,0.000000
accel,1777992386.642856,26349.614794,1777992386.642856,0.431493,-9.110377,1.235638
gyro,1777992386.642893,26349.614794,1777992386.642893,0.001065,-0.003196,-0.000532
accel,1777992386.654584,26349.625787,1777992386.654584,0.431493,-9.129991,1.235638
gyro,1777992386.652893,26349.625787,1777992386.652893,0.002129,0.002662,-0.002662
accel,1777992386.666314,26349.636968,1777992386.666314,0.411879,-9.129991,1.255251
gyro,1777992386.662892,26349.636968,1777992386.662892,0.001065,0.000532,0.003728
accel,1777992386.678051,26349.648062,1777992386.678051,0.411879,-9.129991,1.274864
gyro,1777992386.677897,26349.648062,1777992386.677897,0.000532,0.000532,-0.001065
accel,1777992386.685882,26349.659179,1777992386.685882,0.411879,-9.110377,1.255251
gyro,1777992386.687912,26349.659179,1777992386.687912,0.003728,-0.001597,-0.004793
accel,1777992386.697628,26349.670430,1777992386.697628,0.431493,-9.129991,1.255251
gyro,1777992386.697926,26349.670430,1777992386.697926,0.001065,-0.003728,-0.000532
accel,1777992386.709375,26349.681507,1777992386.709375,0.431493,-9.110377,1.235638
gyro,1777992386.707939,26349.681507,1777992386.707939,0.003196,0.005325,-0.004793
accel,1777992386.721122,26349.692557,1777992386.721122,0.411879,-9.090764,1.235638
gyro,1777992386.722961,26349.692557,1777992386.722961,0.006391,-0.001065,0.000000
accel,1777992386.732867,26349.703717,1777992386.732867,0.402073,-9.110377,1.255251
gyro,1777992386.732975,26349.703717,1777992386.732975,0.001597,0.000532,-0.002129
accel,1777992386.744613,26349.714876,1777992386.744613,0.431493,-9.129991,1.255251
gyro,1777992386.742989,26349.714876,1777992386.742989,0.005325,-0.002662,-0.000532
accel,1777992386.756361,26349.725933,1777992386.756361,0.411879,-9.129991,1.274864
gyro,1777992386.753004,26349.725933,1777992386.753004,-0.000532,-0.000532,0.003196
accel,1777992386.764191,26349.737250,1777992386.764191,0.411879,-9.071151,1.255251
gyro,1777992386.763017,26349.737250,1777992386.763017,0.005325,0.002129,0.000532
accel,1777992386.775937,26349.748181,1777992386.775937,0.431493,-9.110377,1.255251
gyro,1777992386.778039,26349.748181,1777992386.778039,0.002129,0.005325,-0.001065
accel,1777992386.787685,26349.759296,1777992386.787685,0.411879,-9.110377,1.255251
gyro,1777992386.788054,26349.759296,1777992386.788054,0.004260,0.000532,-0.001065
accel,1777992386.799431,26349.770517,1777992386.799431,0.411879,-9.110377,1.274864
gyro,1777992386.798068,26349.770517,1777992386.798068,0.005859,0.003196,-0.003196
