kind,hw_timestamp_s,host_timestamp_s,unified_time_s,x,y,z
gyro,1777992368.095393,26331.065275,1777992368.095393,0.004260,0.001065,-0.004260
accel,1777992368.107535,26331.076408,1777992368.107535,0.431493,-9.110377,1.235638
gyro,1777992368.105399,26331.076408,1777992368.105399,0.000532,-0.001065,-0.001065
accel,1777992368.119271,26331.087561,1777992368.119271,0.431493,-9.149604,1.235638
gyro,1777992368.115403,26331.087561,1777992368.115403,-0.001597,-0.001597,-0.004793
accel,1777992368.131009,26331.098682,1777992368.131009,0.431493,-9.110377,1.255251
gyro,1777992368.130411,26331.098682,1777992368.130411,0.002662,0.002129,-0.003728
accel,1777992368.138835,26331.109789,1777992368.138835,0.411879,-9.090764,1.255251
gyro,1777992368.140417,26331.109789,1777992368.140417,0.001597,0.001065,-0.001065
accel,1777992368.150572,26331.120975,1777992368.150572,0.411879,-9.090764,1.255251
gyro,1777992368.150422,26331.120975,1777992368.150422,0.004793,0.001065,0.000000
accel,1777992368.162309,26331.132039,1777992368.162309,0.382459,-9.110377,1.235638
gyro,1777992368.160428,26331.132039,1777992368.160428,0.000532,0.006391,-0.004260
accel,1777992368.174046,26331.143210,1777992368.174046,0.402073,-9.110377,1.255251
gyro,1777992368.175436,26331.143210,1777992368.175436,-0.001065,-0.000532,-0.003196
accel,1777992368.185782,26331.154309,1777992368.185782,0.411879,-9.129991,1.255251
gyro,1777992368.185440,26331.154309,1777992368.185440,0.002662,0.003728,-0.000532
accel,1777992368.197519,26331.165418,1777992368.197519,0.411879,-9.110377,1.235638
gyro,1777992368.195446,26331.165418,1777992368.195446,0.004260,0.001065,-0.004260
accel,1777992368.205344,26331.176544,1777992368.205344,0.411879,-9.129991,1.255251
gyro,1777992368.205451,26331.176544,1777992368.205451,-0.001065,-0.002129,-0.003728
accel,1777992368.217083,26331.187785,1777992368.217083,0.431493,-9.110377,1.314091
gyro,1777992368.215456,26331.187785,1777992368.215456,0.004260,-0.001597,-0.002129
accel,1777992368.228821,26331.198787,1777992368.228821,0.411879,-9.129991,1.274864
gyro,1777992368.230464,26331.198787,1777992368.230464,0.000532,-0.000532,-0.003196
accel,1777992368.240558,26331.209924,1777992368.240558,0.431493,-9.110377,1.255251
gyro,1777992368.240470,26331.209924,1777992368.240470,0.005325,0.001597,-0.003196
accel,1777992368.252296,26331.221173,1777992368.252296,0.411879,-9.110377,1.294478
gyro,1777992368.250474,26331.221173,1777992368.250474,0.000532,-0.001597,-0.001597
accel,1777992368.264033,26331.232169,1777992368.264033,0.411879,-9.110377,1.274864
gyro,1777992368.260480,26331.232169,1777992368.260480,0.001597,0.001065,-0.006391
accel,1777992368.271857,26331.243332,1777992368.271857,0.411879,-9.129991,1.235638
gyro,1777992368.275488,26331.243332,1777992368.275488,0.000532,0.001597,-0.004793
accel,1777992368.283594,26331.254582,1777992368.283594,0.411879,-9.129991,1.294478
gyro,1777992368.285493,26331.254582,1777992368.285493,-0.000532,-0.002129,-0.000532
accel,1777992368.295330,26331.265540,1777992368.295330,0.411879,-9.090764,1.314091
gyro,1777992368.295498,26331.265540,1777992368.295498,0.005325,-0.003728,0.000000
accel,1777992368.307067,26331.276689,1777992368.307067,0.382459,-9.110377,1.235638
gyro,1777992368.305503,26331.276689,1777992368.305503,0.001597,-0.006391,-0.002129
accel,1777992368.318803,26331.287854,1777992368.318803,0.411879,-9.110377,1.294478
gyro,1777992368.315508,26331.287854,1777992368.315508,0.000000,0.001597,0.003728
accel,1777992368.330540,26331.298917,1777992368.330540,0.402073,-9.129991,1.255251
gyro,1777992368.330516,26331.298917,1777992368.330516,0.000000,-0.002129,-0.004260
accel,1777992368.342277,26331.310068,1777992368.342277,0.402073,-9.110377,1.235638
gyro,1777992368.340521,26331.310068,1777992368.340521,0.001065,-0.000532,0.001065
accel,1777992368.350102,26331.321308,1777992368.350102,0.411879,-9.129991,1.255251
gyro,1777992368.350526,26331.321308,1777992368.350526,0.005325,0.002129,0.001065
accel,1777992368.361840,26331.332328,1777992368.361840,0.431493,-9.129991,1.255251
gyro,1777992368.360531,26331.332328,1777992368.360531,0.001597,0.001065,-0.003196
accel,1777992368.373578,26331.343500,1777992368.373578,0.402073,-9.110377,1.255251
gyro,1777992368.375539,26331.343500,1777992368.375539,-0.001597,0.005325,-0.001065
accel,1777992368.385331,26331.354684,1777992368.385331,0.431493,-9.129991,1.206218
gyro,1777992368.385545,26331.354684,1777992368.385545,-0.001597,0.002129,0.000000
accel,1777992368.397051,26331.365707,1777992368.397051,0.431493,-9.110377,1.274864
gyro,1777992368.395550,26331.365707,1777992368.395550,0.000532,-0.002662,-0.001597
accel,1777992368.408786,26331.376851,1777992368.408786,0.411879,-9.129991,1.235638
gyro,1777992368.405555,26331.376851,1777992368.405555,-0.000532,0.002662,-0.002129
accel,1777992368.416611,26331.388085,1777992368.416611,0.411879,-9.149604,1.235638
gyro,1777992368.415560,26331.388085,1777992368.415560,-0.001065,-0.005325,-0.004793
accel,1777992368.428348,26331.399105,1777992368.428348,0.402073,-9.110377,1.255251
gyro,1777992368.430567,26331.399105,1777992368.430567,-0.002129,0.000000,0.003196
accel,1777992368.440084,26331.410218,1777992368.440084,0.431493,-9.110377,1.235638
gyro,1777992368.440573,26331.410218,1777992368.440573,0.003196,-0.000532,-0.001065
accel,1777992368.451820,26331.421512,1777992368.451820,0.411879,-9.110377,1.255251
gyro,1777992368.450578,26331.421512,1777992368.450578,0.002662,-0.003196,-0.000532
accel,1777992368.463555,26331.432622,1777992368.463555,0.411879,-9.110377,1.274864
gyro,1777992368.460582,26331.432622,1777992368.460582,0.001597,0.004793,-0.002129
accel,1777992368.475291,26331.443624,1777992368.475291,0.411879,-9.129991,1.255251
gyro,1777992368.475590,26331.443624,1777992368.475590,-0.001597,0.006391,-0.001597
accel,1777992368.487028,26331.454869,1777992368.487028,0.402073,-9.149604,1.274864
gyro,1777992368.485595,26331.454869,1777992368.485595,0.008521,0.004793,0.001597
accel,1777992368.494852,26331.465856,1777992368.494852,0.411879,-9.110377,1.235638
gyro,1777992368.495600,26331.465856,1777992368.495600,0.002662,0.000532,-0.001597
accel,1777992368.506588,26331.476995,1777992368.506588,0.402073,-9.110377,1.255251
gyro,1777992368.505605,26331.476995,1777992368.505605,-0.002662,0.006391,-0.001065
accel,1777992368.518324,26331.488303,1777992368.518324,0.411879,-9.129991,1.274864
gyro,1777992368.515610,26331.488303,1777992368.515610,0.002662,0.003196,-0.006391
accel,1777992368.530060,26331.499256,1777992368.530060,0.431493,-9.090764,1.235638
gyro,1777992368.530618,26331.499256,1777992368.530618,0.000532,-0.001597,-0.003196
accel,1777992368.541797,26331.510364,1777992368.541797,0.431493,-9.110377,1.235638
gyro,1777992368.540623,26331.510364,1777992368.540623,0.004793,0.001065,-0.000532
accel,1777992368.553532,26331.521584,1777992368.553532,0.451106,-9.129991,1.274864
gyro,1777992368.550628,26331.521584,1777992368.550628,0.000000,0.001597,-0.001597
accel,1777992368.561357,26331.532646,1777992368.561357,0.411879,-9.149604,1.274864
gyro,1777992368.560633,26331.532646,1777992368.560633,0.003196,0.000000,-0.003728
accel,1777992368.573095,26331.543784,1777992368.573095,0.411879,-9.129991,1.294478
gyro,1777992368.575641,26331.543784,1777992368.575641,0.001065,0.003728,-0.003728
accel,1777992368.584832,26331.555063,1777992368.584832,0.431493,-9.090764,1.255251
gyro,1777992368.585645,26331.555063,1777992368.585645,0.004793,0.002662,-0.001597
accel,1777992368.596569,26331.565991,1777992368.596569,0.431493,-9.090764,1.235638
gyro,1777992368.595651,26331.565991,1777992368.595651,0.002662,-0.002662,0.001597
accel,1777992368.608305,26331.577187,1777992368.608305,0.451106,-9.090764,1.255251
gyro,1777992368.605655,26331.577187,1777992368.605655,0.001597,0.000532,-0.002662
accel,1777992368.620042,26331.588440,1777992368.620042,0.411879,-9.110377,1.255251
gyro,1777992368.615661,26331.588440,1777992368.615661,0.000532,0.003196,-0.003728
accel,1777992368.627867,26331.599386,1777992368.627867,0.451106,-9.110377,1.294478
gyro,1777992368.630668,26331.599386,1777992368.630668,0.004793,0.002662,-0.002662
accel,1777992368.639604,26331.610544,1777992368.639604,0.411879,-9.110377,1.274864
gyro,1777992368.640675,26331.610544,1777992368.640675,0.001065,0.003196,-0.003728
accel,1777992368.651344,26331.621647,1777992368.651344,0.411879,-9.110377,1.235638
gyro,1777992368.650681,26331.621647,1777992368.650681,0.001597,0.001597,-0.002129
accel,1777992368.663082,26331.632797,1777992368.663082,0.431493,-9.090764,1.294478
gyro,1777992368.660686,26331.632797,1777992368.660686,0.001065,0.001065,-0.004260
accel,1777992368.674821,26331.643885,1777992368.674821,0.411879,-9.110377,1.255251
gyro,1777992368.675694,26331.643885,1777992368.675694,0.005325,0.004260,-0.003196
accel,1777992368.686560,26331.655018,1777992368.686560,0.431493,-9.110377,1.274864
gyro,1777992368.685700,26331.655018,1777992368.685700,0.000532,-0.000532,0.000532
accel,1777992368.698299,26331.666214,1777992368.698299,0.431493,-9.129991,1.235638
gyro,1777992368.695705,26331.666214,1777992368.695705,0.001065,0.004260,-0.003196
accel,1777992368.706124,26331.677416,1777992368.706124,0.431493,-9.090764,1.255251
gyro,1777992368.705711,26331.677416,1777992368.705711,0.005859,0.003728,0.001065
accel,1777992368.717864,26331.688576,1777992368.717864,0.431493,-9.129991,1.255251
gyro,1777992368.720720,26331.688576,1777992368.720720,0.000000,0.002129,-0.001065
accel,1777992368.729602,26331.699505,1777992368.729602,0.411879,-9.129991,1.225831
gyro,1777992368.730725,26331.699505,1777992368.730725,0.000000,0.000532,-0.000532
accel,1777992368.741342,26331.710663,1777992368.741342,0.411879,-9.110377,1.235638
gyro,1777992368.740731,26331.710663,1777992368.740731,-0.002129,-0.004260,0.001065
accel,1777992368.753081,26331.721771,1777992368.753081,0.402073,-9.110377,1.294478
gyro,1777992368.750736,26331.721771,1777992368.750736,-0.003196,0.002662,0.001597
accel,1777992368.764821,26331.732955,1777992368.764821,0.451106,-9.129991,1.294478
gyro,1777992368.760742,26331.732955,1777992368.760742,-0.005859,0.000532,-0.003196
accel,1777992368.776559,26331.744220,1777992368.776559,0.411879,-9.129991,1.235638
gyro,1777992368.775750,26331.744220,1777992368.775750,0.000532,0.003196,-0.004260
accel,1777992368.784384,26331.755180,1777992368.784384,0.431493,-9.149604,1.274864
gyro,1777992368.785756,26331.755180,1777992368.785756,0.003728,0.003196,-0.002662
accel,1777992368.796123,26331.766297,1777992368.796123,0.451106,-9.110377,1.235638
gyro,1777992368.795761,26331.766297,1777992368.795761,0.003196,0.001065,-0.002129
accel,1777992368.807861,26331.777548,1777992368.807861,0.411879,-9.110377,1.235638
gyro,1777992368.805767,26331.777548,1777992368.805767,0.000532,0.000532,-0.001065
accel,1777992368.819599,26331.788544,1777992368.819599,0.431493,-9.110377,1.255251
gyro,1777992368.815772,26331.788544,1777992368.815772,0.000532,0.004793,-0.003728
accel,1777992368.831336,26331.799682,1777992368.831336,0.402073,-9.149604,1.274864
gyro,1777992368.830780,26331.799682,1777992368.830780,0.003728,-0.002662,-0.003728
accel,1777992368.839162,26331.810822,1777992368.839162,0.411879,-9.110377,1.235638
gyro,1777992368.840786,26331.810822,1777992368.840786,0.001065,0.004793,0.000000
accel,1777992368.850898,26331.821903,1777992368.850898,0.402073,-9.129991,1.235638
gyro,1777992368.850791,26331.821903,1777992368.850791,0.001597,0.003196,-0.001597
accel,1777992368.862634,26331.833084,1777992368.862634,0.411879,-9.129991,1.255251
gyro,1777992368.860797,26331.833084,1777992368.860797,0.003728,0.002662,-0.004793
accel,1777992368.874372,26331.844301,1777992368.874372,0.411879,-9.129991,1.255251
gyro,1777992368.875805,26331.844301,1777992368.875805,0.004793,0.000000,0.004260
accel,1777992368.886109,26331.855324,1777992368.886109,0.411879,-9.129991,1.274864
gyro,1777992368.885810,26331.855324,1777992368.885810,0.000532,-0.001597,0.000532
accel,1777992368.897847,26331.866437,1777992368.897847,0.402073,-9.110377,1.294478
gyro,1777992368.895816,26331.866437,1777992368.895816,0.002129,0.000532,0.003196
accel,1777992368.909585,26331.877640,1777992368.909585,0.411879,-9.129991,1.255251
gyro,1777992368.905821,26331.877640,1777992368.905821,0.004260,0.004260,-0.001597
accel,1777992368.917410,26331.888704,1777992368.917410,0.411879,-9.149604,1.274864
gyro,1777992368.920829,26331.888704,1777992368.920829,-0.000532,0.001597,-0.002129
accel,1777992368.929149,26331.899855,1777992368.929149,0.431493,-9.090764,1.255251
gyro,1777992368.930835,26331.899855,1777992368.930835,-0.002129,0.002662,-0.002129
accel,1777992368.940886,26331.911068,1777992368.940886,0.431493,-9.110377,1.235638
gyro,1777992368.940840,26331.911068,1777992368.940840,-0.000532,-0.000532,-0.000532
accel,1777992368.952625,26331.922092,1777992368.952625,0.411879,-9.129991,1.235638
gyro,1777992368.950846,26331.922092,1777992368.950846,-0.000532,0.001065,0.000532
accel,1777992368.964364,26331.933225,1777992368.964364,0.431493,-9.110377,1.225831
gyro,1777992368.960850,26331.933225,1777992368.960850,0.000532,-0.001065,0.000000
accel,1777992368.976102,26331.944408,1777992368.976102,0.431493,-9.129991,1.255251
gyro,1777992368.975859,26331.944408,1777992368.975859,-0.002129,0.000000,-0.007456
accel,1777992368.983927,26331.955464,1777992368.983927,0.431493,-9.110377,1.235638
gyro,1777992368.985865,26331.955464,1777992368.985865,0.001597,0.002129,-0.000532
accel,1777992368.995665,26331.966583,1777992368.995665,0.411879,-9.110377,1.294478
gyro,1777992368.995870,26331.966583,1777992368.995870,-0.001597,-0.002129,-0.002129
accel,1777992369.007403,26331.977886,1777992369.007403,0.402073,-9.110377,1.255251
gyro,1777992369.005875,26331.977886,1777992369.005875,0.001597,0.002662,-0.005325
accel,1777992369.019141,26331.988886,1777992369.019141,0.431493,-9.090764,1.235638
gyro,1777992369.020884,26331.988886,1777992369.020884,0.000532,-0.000532,-0.001597
accel,1777992369.030879,26332.000007,1777992369.030879,0.411879,-9.110377,1.235638
gyro,1777992369.030888,26332.000007,1777992369.030888,0.000532,-0.007456,-0.002129
accel,1777992369.042617,26332.011286,1777992369.042617,0.431493,-9.090764,1.235638
gyro,1777992369.040894,26332.011286,1777992369.040894,-0.002129,0.002662,-0.000532
accel,1777992369.054354,26332.022256,1777992369.054354,0.411879,-9.129991,1.255251
gyro,1777992369.050899,26332.022256,1777992369.050899,0.000532,-0.002129,-0.001065
accel,1777992369.062179,26332.033392,1777992369.062179,0.411879,-9.110377,1.235638
gyro,1777992369.060905,26332.033392,1777992369.060905,0.000532,0.001065,-0.001065
accel,1777992369.073917,26332.044631,1777992369.073917,0.402073,-9.110377,1.225831
gyro,1777992369.075913,26332.044631,1777992369.075913,-0.002129,-0.000532,-0.001065
accel,1777992369.085656,26332.055592,1777992369.085656,0.431493,-9.090764,1.225831
gyro,1777992369.085919,26332.055592,1777992369.085919,0.003728,-0.005859,-0.004793
accel,1777992369.097393,26332.066728,1777992369.097393,0.411879,-9.129991,1.274864
gyro,1777992369.095923,26332.066728,1777992369.095923,-0.000532,-0.004260,-0.001065
accel,1777992369.109130,26332.077885,1777992369.109130,0.431493,-9.110377,1.225831
gyro,1777992369.105929,26332.077885,1777992369.105929,0.003728,0.002662,-0.002129
accel,1777992369.120868,26332.089043,1777992369.120868,0.431493,-9.129991,1.274864
gyro,1777992369.120936,26332.089043,1777992369.120936,0.001065,0.002662,-0.002662
accel,1777992369.128693,26332.100131,1777992369.128693,0.431493,-9.090764,1.235638
gyro,1777992369.130942,26332.100131,1777992369.130942,-0.000532,-0.000532,-0.000532
accel,1777992369.140430,26332.111420,1777992369.140430,0.411879,-9.129991,1.235638
gyro,1777992369.140948,26332.111420,1777992369.140948,0.000532,0.000532,-0.002129
accel,1777992369.152167,26332.122420,1777992369.152167,0.402073,-9.149604,1.235638
gyro,1777992369.150953,26332.122420,1777992369.150953,0.000532,0.005325,-0.002129
accel,1777992369.163904,26332.133556,1777992369.163904,0.411879,-9.110377,1.255251
gyro,1777992369.160958,26332.133556,1777992369.160958,0.002129,0.000000,-0.001065
accel,1777992369.175641,26332.144732,1777992369.175641,0.411879,-9.129991,1.225831
gyro,1777992369.175966,26332.144732,1777992369.175966,0.002662,0.005325,-0.002129
accel,1777992369.187378,26332.155765,1777992369.187378,0.411879,-9.110377,1.255251
gyro,1777992369.185971,26332.155765,1777992369.185971,0.002662,-0.001597,-0.005325
accel,1777992369.195202,26332.166913,1777992369.195202,0.411879,-9.090764,1.274864
gyro,1777992369.195977,26332.166913,1777992369.195977,0.000000,-0.001065,-0.000532
accel,1777992369.206939,26332.178144,1777992369.206939,0.402073,-9.110377,1.274864
gyro,1777992369.205981,26332.178144,1777992369.205981,-0.004793,0.004260,-0.003728
accel,1777992369.218676,26332.189144,1777992369.218676,0.431493,-9.110377,1.255251
gyro,1777992369.220989,26332.189144,1777992369.220989,0.001597,0.003196,0.001065
accel,1777992369.230414,26332.200258,1777992369.230414,0.411879,-9.129991,1.255251
gyro,1777992369.230995,26332.200258,1777992369.230995,0.003196,0.000532,-0.002662
accel,1777992369.242154,26332.211455,1777992369.242154,0.402073,-9.149604,1.225831
gyro,1777992369.241000,26332.211455,1777992369.241000,-0.001597,0.005325,-0.004260
accel,1777992369.253892,26332.222513,1777992369.253892,0.411879,-9.110377,1.255251
gyro,1777992369.251006,26332.222513,1777992369.251006,0.002662,0.004793,0.000532
accel,1777992369.265629,26332.233659,1777992369.265629,0.411879,-9.129991,1.255251
